carat,x,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
1.12,6.82,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,5036
0.7,5.67,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2614
0.52,5.23,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1088
0.5,5.05,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2475
1.5,7.28,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,7775
0.73,5.68,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2032
0.4,4.68,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,895
1.59,7.56,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,8515
0.42,4.78,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,921
0.36,4.57,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,713
1.01,6.38,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3224
0.46,4.94,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1450
0.37,4.65,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,809
0.32,4.38,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,720
0.39,4.7,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,988
1.51,7.31,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,13134
1.09,6.56,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4322
1.0,6.28,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,5920
0.6,5.67,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1367
1.12,6.73,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4139
0.94,6.1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,4488
0.32,4.4,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,828
1.52,7.39,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,13282
0.9,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3205
0.33,4.43,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,666
0.7,5.69,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2268
0.79,6.06,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2756
2.11,8.21,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,18407
2.01,8.23,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,17492
0.92,6.12,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3282
0.5,5.12,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1912
0.54,5.22,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,964
0.68,5.65,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2081
1.46,7.61,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,5723
0.31,4.37,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,802
1.01,6.33,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,5812
1.6,7.58,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,17360
1.02,6.44,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,4476
0.36,4.52,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,505
0.77,5.91,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3750
0.32,4.35,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,554
0.3,4.34,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,475
0.4,4.66,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,702
0.3,4.22,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,473
0.57,5.35,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2491
0.52,5.11,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1073
0.94,6.35,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4548
0.32,4.38,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,828
0.33,4.47,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,854
1.01,6.35,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,3088
1.52,7.28,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,13161
0.51,5.12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2797
0.71,5.68,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2122
0.72,5.8,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2131
0.97,6.44,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3346
0.71,5.76,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,2721
0.7,5.75,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2347
0.72,5.74,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,2688
0.77,5.83,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,2781
0.36,4.53,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,568
0.32,4.35,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,720
1.0,6.15,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4435
0.43,4.92,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1107
0.92,6.13,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3033
0.4,4.79,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,842
1.0,6.41,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6776
0.55,5.28,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2251
1.13,6.75,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,5600
1.5,7.29,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,11079
0.3,4.29,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,776
0.77,5.88,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,2765
0.4,4.72,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1397
0.56,5.25,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,1755
0.73,5.71,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,3307
1.35,7.09,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10602
0.56,5.31,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1715
2.1,8.1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,12121
0.32,4.44,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,576
1.31,7.03,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,10957
1.21,6.79,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7203
0.53,5.27,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1772
0.3,4.26,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,658
0.8,5.89,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2246
0.74,5.88,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2655
0.42,4.86,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1096
0.25,4.08,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,450
0.3,4.36,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,608
1.13,6.53,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,5147
0.9,6.09,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,3484
0.31,4.29,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,651
1.02,6.44,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4238
0.71,5.74,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2352
1.02,6.41,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,7485
0.36,4.59,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,725
0.61,5.37,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1614
1.51,7.26,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,8758
2.01,8.06,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,17227
0.32,4.37,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,645
0.31,4.35,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,502
0.6,5.45,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,2270
0.55,5.26,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,2383
1.02,6.43,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6340
2.22,8.04,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5607
0.31,4.45,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,1039
1.31,7.12,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,11459
0.71,5.86,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2817
1.0,6.55,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,3881
0.31,4.37,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,816
0.36,4.53,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,665
0.57,5.39,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2202
0.3,4.26,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,605
0.3,4.33,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,802
1.14,6.63,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,12647
0.33,4.38,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,868
1.01,6.49,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,6697
0.7,5.64,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2313
0.7,5.66,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,2042
1.05,6.51,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,12273
0.3,4.27,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,878
1.03,6.44,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3461
1.6,7.47,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,12379
0.5,5.07,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1752
2.1,8.21,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,13403
0.42,4.85,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,926
0.41,4.8,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1115
1.56,7.39,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,15609
0.34,4.46,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,596
0.91,6.4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,4566
0.53,5.18,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1956
0.57,5.34,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1851
1.02,6.36,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,3713
1.01,6.65,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4928
0.71,5.83,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3035
0.54,5.28,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1847
0.53,5.2,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1218
0.67,5.58,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1811
1.5,7.25,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,7983
0.38,4.63,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1133
0.9,6.09,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,5771
1.54,7.33,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,11769
0.23,3.96,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,384
0.35,4.55,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,906
0.3,4.34,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,819
2.13,8.23,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,15258
1.22,6.8,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,6530
0.33,4.4,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,434
2.05,8.22,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,16611
1.01,6.42,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,6406
0.71,5.73,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2272
0.92,6.21,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4871
1.01,6.51,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,6399
0.74,5.72,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2322
0.8,5.89,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3011
1.02,6.49,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7357
0.3,4.25,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,500
0.9,6.04,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4008
0.53,5.23,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1754
1.51,7.17,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,9386
0.39,4.73,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,707
0.23,3.98,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,492
1.28,6.88,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,5719
1.01,6.49,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4617
1.65,7.59,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12495
0.5,5.04,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1410
1.27,6.95,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5285
1.18,6.79,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,5182
0.31,4.34,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,698
0.51,5.11,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1758
1.02,6.45,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6785
0.73,5.79,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4252
0.53,5.22,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1723
1.01,6.45,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,5787
0.3,4.27,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,642
0.3,4.3,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,956
1.09,6.57,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,4959
0.57,5.29,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,1000
1.2,6.79,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,10580
0.51,5.21,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1749
1.32,7.02,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7119
1.4,7.09,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,10378
1.52,7.36,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,12907
0.41,4.73,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,827
0.4,4.75,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,629
0.54,5.25,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1957
0.7,5.6,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1947
0.5,5.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1758
0.54,5.24,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,964
0.39,4.73,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1095
1.18,6.92,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,9188
2.01,7.99,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,14948
0.61,5.29,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1971
0.77,5.83,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,2682
0.7,5.82,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2822
0.32,4.43,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,648
0.3,4.25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,605
0.43,4.9,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,968
1.52,7.48,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,16104
0.74,5.93,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2042
1.05,6.58,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4363
0.56,5.29,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2510
0.26,4.18,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,453
0.37,4.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1406
0.76,5.86,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2688
0.5,5.05,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1904
0.41,4.77,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1061
1.17,6.74,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,8947
0.96,6.4,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,3269
1.11,6.6,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4973
0.55,5.26,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1990
1.52,7.41,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,9176
0.3,4.31,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,499
0.31,4.31,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,544
0.37,4.61,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,957
0.31,4.38,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,684
2.01,7.8,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,10772
0.5,5.03,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1569
0.9,6.16,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,5218
1.06,6.54,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,5342
0.4,4.76,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1240
0.62,5.39,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1410
0.43,4.87,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1250
1.05,6.54,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3672
2.42,8.61,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,17168
0.3,4.31,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,612
0.43,4.87,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,968
1.05,6.5,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,5951
0.34,4.46,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,995
0.81,5.92,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3109
0.7,5.64,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,2453
0.41,4.81,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,969
0.4,4.67,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,967
0.56,5.35,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1951
2.5,8.55,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8711
0.96,6.34,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,5767
0.71,5.66,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,2437
0.3,4.29,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,684
0.25,4.01,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,582
0.51,5.1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1656
1.01,6.31,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,6666
0.31,4.33,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,698
0.85,6.1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2659
0.87,6.17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4108
0.31,4.37,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,872
2.24,8.36,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,16097
0.39,4.68,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,948
0.32,4.34,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,556
1.22,6.84,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,6334
0.32,4.39,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,561
0.5,4.94,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1436
1.01,6.15,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4102
0.6,5.36,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2306
0.34,4.46,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,686
0.23,3.96,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,530
0.61,5.41,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2324
0.9,6.29,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4158
0.95,6.23,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3669
1.07,6.6,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,5281
1.11,6.59,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12390
0.3,4.27,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,526
1.51,7.08,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5074
0.38,4.68,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1159
1.02,6.5,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4360
2.1,8.21,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,14229
1.24,6.88,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,4375
0.3,4.34,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,844
1.2,6.83,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,5884
1.21,6.49,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3862
1.32,7.31,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,12648
1.54,7.41,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,7453
0.72,5.74,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2058
0.34,4.55,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,477
1.21,6.62,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4926
0.35,4.58,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,569
0.3,4.2,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,473
0.34,4.49,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,765
0.76,5.82,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3050
0.7,5.72,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,4951
0.32,4.37,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,828
0.57,5.36,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1760
0.91,6.24,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,5167
1.03,6.43,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,4414
0.32,4.44,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,828
0.38,4.65,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,633
1.62,7.63,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,11733
0.33,4.41,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,820
0.41,4.8,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,876
0.31,4.35,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,544
0.73,5.77,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,2167
1.5,7.3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,13107
0.4,4.7,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1333
0.26,4.06,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,599
2.12,8.18,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,18656
1.52,7.34,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,8110
0.52,5.21,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1689
0.38,4.68,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1140
0.31,4.31,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,732
0.43,4.85,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1048
0.71,5.67,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,3045
0.41,4.79,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,754
0.31,4.38,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,907
0.31,4.33,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,816
0.91,6.19,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,4917
1.56,7.44,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,7155
1.32,7.04,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7270
0.3,4.24,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,526
0.75,5.76,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,2180
0.7,5.65,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2333
0.57,5.27,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3126
0.9,6.16,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3629
0.83,6.02,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,3570
