carat,cut,color,clarity,depth,table,x,y,z,price
0.33,Ideal,G,VVS1,62.4,56.0,4.41,4.45,2.76,820
0.41,Premium,H,SI1,62.0,59.0,4.8,4.78,2.97,876
0.31,Very Good,G,VS2,61.0,56.0,4.35,4.37,2.66,544
0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,2167
1.5,Premium,H,IF,63.0,59.0,7.3,7.23,4.58,13107
0.4,Ideal,E,VVS1,61.7,57.0,4.7,4.74,2.91,1333
0.26,Ideal,E,VVS2,62.3,57.0,4.06,4.09,2.54,599
2.12,Premium,H,SI1,61.1,60.0,8.18,8.26,5.02,18656
1.52,Premium,J,VS1,62.0,59.0,7.34,7.36,4.56,8110
0.52,Ideal,E,VS2,60.9,57.0,5.21,5.23,3.18,1689
0.38,Ideal,D,VS1,62.0,55.0,4.68,4.64,2.89,1140
0.31,Very Good,D,SI1,63.5,56.0,4.31,4.29,2.73,732
0.43,Ideal,E,VS2,62.0,57.0,4.85,4.82,3.0,1048
0.71,Very Good,D,VS2,62.8,56.0,5.67,5.7,3.57,3045
0.41,Good,I,VS1,60.1,60.1,4.79,4.82,2.89,754
0.31,Ideal,G,VVS2,61.4,56.0,4.38,4.35,2.68,907
0.31,Premium,G,VVS1,60.5,60.0,4.33,4.4,2.64,816
0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,4917
1.56,Premium,I,SI1,61.7,59.0,7.44,7.38,4.57,7155
1.32,Very Good,H,SI1,62.3,57.0,7.04,6.99,4.37,7270
0.3,Premium,E,SI1,61.3,60.0,4.24,4.28,2.61,526
0.75,Very Good,H,SI2,63.0,58.0,5.76,5.79,3.64,2180
0.7,Premium,F,SI1,62.5,59.0,5.65,5.67,3.54,2333
0.57,Very Good,D,VVS1,62.8,56.0,5.27,5.31,3.32,3126
0.9,Ideal,H,SI1,62.8,57.0,6.16,6.14,3.86,3629
0.83,Ideal,H,VVS1,61.7,57.0,6.02,6.07,3.73,3570
1.01,Premium,H,SI1,58.8,62.0,6.59,6.54,3.86,4191
0.77,Ideal,G,SI2,61.2,57.0,5.94,5.98,3.65,2275
0.38,Ideal,H,VVS2,62.2,54.6,4.62,4.66,2.89,832
0.7,Ideal,G,VVS2,61.0,56.0,5.74,5.77,3.51,3205
0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,2633
1.0,Very Good,F,SI2,62.6,58.0,6.31,6.37,3.97,4081
1.2,Ideal,I,SI1,60.3,56.0,6.87,6.97,4.17,5763
0.51,Ideal,F,VS2,59.2,56.0,5.23,5.18,3.08,1619
0.72,Ideal,F,VS1,61.1,56.0,5.76,5.79,3.53,3265
1.0,Very Good,G,VVS2,59.5,61.0,6.42,6.46,3.83,7453
1.13,Ideal,I,VS1,61.9,55.0,6.67,6.7,4.14,6980
2.53,Ideal,I,SI1,62.4,57.0,8.68,8.59,5.39,16709
0.39,Ideal,F,SI1,61.3,56.0,4.69,4.72,2.88,919
1.2,Ideal,F,VS2,62.3,56.0,6.82,6.79,4.24,8590
0.31,Good,E,SI1,63.1,55.0,4.33,4.36,2.74,544
0.51,Premium,G,SI1,60.3,61.0,5.19,5.12,3.11,1312
0.57,Ideal,H,SI1,59.3,60.0,5.44,5.48,3.24,1292
0.73,Premium,G,VS2,60.3,57.0,5.88,5.82,3.53,2581
0.41,Premium,H,SI1,60.9,60.0,4.79,4.83,2.93,683
1.02,Ideal,G,VS1,61.3,56.0,6.49,6.53,3.99,7192
0.4,Ideal,E,VVS1,61.5,56.0,4.7,4.73,2.9,1333
0.54,Ideal,F,VS2,61.0,56.0,5.27,5.32,3.23,1615
0.26,Very Good,E,VVS2,59.9,58.0,4.15,4.23,2.51,554
0.5,Ideal,E,SI1,61.6,57.0,5.09,5.13,3.15,1316
0.56,Premium,E,VS2,61.9,55.0,5.31,5.25,3.27,1915
2.01,Very Good,I,SI2,61.4,63.0,8.19,7.96,4.96,9781
1.52,Ideal,I,SI1,61.2,55.4,7.38,7.45,4.54,9067
1.0,Premium,G,SI2,62.2,57.0,6.29,6.25,3.9,3998
0.42,Ideal,H,IF,61.9,56.0,4.79,4.81,2.97,1216
0.51,Very Good,E,SI1,63.0,58.0,4.99,5.08,3.17,1330
1.01,Very Good,D,SI2,62.2,60.0,6.4,6.43,3.99,4588
0.38,Ideal,H,VVS2,62.3,53.3,4.65,4.69,2.91,832
1.08,Ideal,G,VS2,61.3,56.0,6.62,6.59,4.05,6706
1.51,Very Good,G,VS2,59.3,58.0,7.32,7.49,4.39,11161
1.1,Very Good,I,VS1,60.2,59.0,6.67,6.71,4.03,5082
0.33,Premium,H,VVS2,62.4,60.0,4.42,4.39,2.75,854
1.51,Very Good,J,VVS2,62.9,58.0,7.21,7.33,4.57,8770
1.0,Very Good,E,VS2,61.9,57.0,6.35,6.38,3.94,6732
0.77,Premium,J,VS1,62.2,61.0,5.85,5.82,3.63,2005
1.28,Ideal,H,SI2,62.8,57.0,6.92,6.87,4.33,6451
0.32,Premium,E,VVS1,60.8,59.0,4.45,4.43,2.7,1044
0.5,Very Good,F,SI1,62.7,59.0,5.04,5.07,3.17,1250
0.54,Good,G,VS2,56.9,62.0,5.42,5.4,3.08,1637
1.07,Ideal,G,VVS2,62.4,54.0,6.51,6.56,4.08,8393
0.48,Ideal,G,IF,61.9,55.0,5.03,5.08,3.13,1791
0.28,Ideal,F,VVS2,61.1,57.0,4.22,4.26,2.59,642
0.41,Ideal,G,SI2,61.5,55.0,4.76,4.8,2.94,648
0.7,Premium,J,VS2,61.2,60.0,5.73,5.7,3.5,1940
1.21,Ideal,F,VS2,62.9,54.0,6.82,6.78,4.28,8557
0.31,Ideal,G,SI2,61.6,55.6,4.34,4.37,2.69,429
1.03,Ideal,G,VS2,61.1,57.0,6.51,6.54,3.99,7726
0.25,Ideal,F,SI1,60.1,56.0,4.11,4.13,2.48,430
0.71,Premium,J,VVS2,60.3,59.0,5.79,5.82,3.5,1843
0.26,Very Good,G,VVS1,61.8,57.0,4.06,4.1,2.52,545
1.03,Ideal,J,SI2,62.4,56.0,6.44,6.48,4.03,4054
0.33,Ideal,G,IF,61.7,55.0,4.47,4.45,2.75,1052
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,458
0.91,Ideal,G,SI1,62.6,57.0,6.16,6.21,3.87,3884
1.21,Premium,G,VVS2,61.3,56.0,6.88,6.85,4.21,9779
2.0,Good,G,SI2,64.3,56.0,7.93,7.89,5.09,12654
0.33,Premium,E,VS2,61.1,59.0,4.45,4.49,2.73,723
1.03,Ideal,G,SI1,60.3,58.0,6.57,6.62,3.98,5143
0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,597
0.52,Premium,D,VS2,60.6,56.0,5.25,5.22,3.17,1919
0.67,Premium,F,SI1,61.3,59.0,5.65,5.63,3.46,1809
0.4,Very Good,F,VS1,62.2,57.6,4.74,4.76,2.96,1089
0.7,Very Good,E,SI1,61.7,62.0,5.64,5.68,3.49,2569
0.57,Very Good,F,VVS1,61.9,56.0,5.31,5.34,3.29,2591
0.23,Ideal,F,VS1,61.4,55.0,3.96,3.99,2.44,548
0.3,Premium,H,VVS2,62.0,58.0,4.35,4.3,2.68,776
0.53,Very Good,E,SI1,63.6,57.0,5.12,5.16,3.27,1432
0.32,Premium,F,VS2,61.4,60.0,4.38,4.42,2.7,645
1.0,Very Good,H,SI1,62.2,60.0,6.34,6.45,3.98,4389
0.3,Ideal,F,IF,59.8,58.0,4.37,4.46,2.64,873
0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,1675
1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,5661
0.53,Very Good,G,SI2,60.8,58.0,5.19,5.21,3.16,1070
1.22,Ideal,F,VS1,62.6,55.0,6.82,6.86,4.28,9581
2.26,Premium,H,SI1,60.3,58.0,8.56,8.51,5.15,18426
0.4,Very Good,G,SI1,60.0,63.0,4.8,4.76,2.87,900
1.1,Premium,J,SI2,59.6,59.0,6.74,6.72,4.01,3726
1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,14344
1.01,Very Good,E,VS2,61.7,56.0,6.41,6.45,3.97,5777
0.73,Ideal,F,VVS2,61.7,54.0,5.76,5.82,3.57,3524
1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,10681
0.51,Ideal,F,VS2,61.3,56.0,5.17,5.14,3.16,1562
0.71,Good,G,VS1,58.1,59.0,5.85,5.92,3.42,2628
0.31,Good,H,VS1,64.0,59.0,4.28,4.25,2.73,698
0.55,Ideal,F,VS2,61.2,55.0,5.28,5.3,3.24,1580
0.42,Ideal,D,VS2,62.4,55.0,4.8,4.82,3.0,1031
0.61,Ideal,G,VVS1,62.7,58.0,5.39,5.43,3.39,2544
1.12,Ideal,J,SI2,62.5,57.0,6.63,6.59,4.13,4325
0.53,Premium,I,VS1,62.3,58.0,5.26,5.18,3.25,1383
0.7,Ideal,H,SI1,61.0,56.0,5.74,5.76,3.51,2487
1.51,Very Good,G,VS2,58.7,63.0,7.45,7.4,4.36,12551
0.36,Ideal,D,VS2,60.6,57.0,4.61,4.57,2.78,1094
1.19,Ideal,I,IF,61.7,56.0,6.78,6.81,4.19,7207
1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,4684
0.6,Ideal,E,SI1,61.2,57.0,5.43,5.45,3.33,2069
1.01,Very Good,G,VS1,63.2,58.0,6.38,6.34,4.02,6618
0.32,Ideal,E,VS1,61.8,55.0,4.43,4.4,2.73,972
0.41,Very Good,G,SI1,60.3,60.0,4.76,4.8,2.88,719
1.51,Good,F,VS2,64.0,59.0,7.16,7.08,4.56,8794
0.4,Good,D,SI2,63.9,53.0,4.71,4.68,3.0,798
0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1827
0.23,Very Good,E,VVS2,62.6,59.0,3.93,3.96,2.47,505
0.53,Ideal,G,VS2,61.8,55.0,5.19,5.22,3.21,1577
0.92,Good,D,SI2,57.8,63.0,6.36,6.4,3.69,3335
0.73,Good,H,VS1,64.1,58.8,5.63,5.67,3.62,2673
1.3,Fair,J,SI1,66.0,57.1,6.73,6.82,4.45,5488
0.8,Very Good,F,SI1,61.6,59.0,5.9,5.96,3.65,2745
0.52,Ideal,G,SI1,60.4,57.0,5.23,5.27,3.17,1354
1.02,Very Good,E,SI2,62.9,56.0,6.36,6.43,4.02,4398
0.33,Ideal,F,VVS1,61.4,55.0,4.47,4.52,2.76,893
0.3,Ideal,D,SI2,60.2,56.0,4.37,4.4,2.64,447
1.02,Very Good,F,VS1,61.3,58.0,6.46,6.52,3.98,7740
0.57,Ideal,G,VVS1,61.9,57.0,5.31,5.35,3.3,2217
0.71,Ideal,F,SI1,62.9,57.0,5.71,5.65,3.57,2381
0.33,Very Good,I,SI1,63.2,58.0,4.38,4.36,2.76,572
1.0,Good,E,VS2,63.8,58.0,6.31,6.19,3.99,6272
0.71,Good,I,VVS1,63.4,57.0,5.67,5.71,3.61,2549
0.3,Good,J,SI1,63.8,56.0,4.23,4.26,2.71,351
1.01,Premium,F,VS2,61.1,59.0,6.44,6.35,3.91,6097
0.9,Good,I,VVS1,62.4,61.0,6.05,6.09,3.79,3972
0.9,Very Good,F,VS2,61.7,56.0,6.18,6.21,3.82,4678
1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,13730
0.76,Good,G,VS1,60.3,60.7,5.86,5.9,3.55,3121
1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,11419
1.51,Ideal,G,VS2,62.8,57.0,7.33,7.26,4.58,10553
2.04,Premium,F,SI2,60.2,58.0,8.24,8.17,4.94,18231
0.73,Ideal,D,SI2,59.9,57.0,5.92,5.89,3.54,2770
1.01,Good,F,VS2,63.1,60.0,6.29,6.39,4.0,6159
1.22,Premium,D,VS2,62.0,60.0,6.79,6.74,4.22,9756
0.41,Premium,F,VVS2,60.3,58.0,4.83,4.79,2.9,1192
1.51,Very Good,H,VS2,62.4,55.6,7.28,7.33,4.56,12108
0.32,Ideal,E,VS2,61.7,55.0,4.42,4.36,2.71,900
1.0,Good,F,SI2,59.4,64.0,6.52,6.48,3.86,3259
1.04,Ideal,E,SI1,62.4,57.0,6.48,6.53,4.06,5528
0.35,Premium,F,VS2,61.5,59.0,4.53,4.55,2.79,706
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,5292
0.34,Ideal,E,SI1,61.2,57.0,4.48,4.51,2.75,637
0.4,Premium,H,VVS1,61.8,58.0,4.69,4.72,2.91,1017
0.33,Ideal,F,VVS1,61.8,53.0,4.48,4.51,2.78,880
1.35,Good,I,VS2,59.2,65.0,7.18,7.13,4.23,5610
0.4,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,855
1.09,Ideal,F,VVS2,62.0,56.0,6.63,6.6,4.1,10196
1.01,Premium,F,SI2,62.6,54.0,6.38,6.34,3.98,4468
0.7,Premium,F,SI1,60.4,58.0,5.76,5.82,3.5,2196
0.36,Ideal,E,SI1,62.4,55.0,4.58,4.55,2.85,810
0.23,Very Good,E,VVS2,59.0,63.0,3.98,4.05,2.37,485
0.56,Good,D,SI2,63.2,54.0,5.24,5.26,3.32,1258
0.82,Very Good,I,SI1,62.3,58.0,5.94,6.0,3.72,2602
0.35,Premium,J,VS1,62.4,58.0,5.67,5.64,3.53,949
0.4,Ideal,G,SI1,61.3,56.0,4.73,4.76,2.91,701
0.9,Very Good,I,VS1,62.6,58.0,6.14,6.17,3.85,3447
0.3,Premium,G,IF,61.0,62.0,4.34,4.32,2.64,956
0.42,Premium,G,VVS1,59.3,59.0,4.9,4.92,2.91,1179
0.33,Premium,E,VVS2,60.3,58.0,4.47,4.49,2.7,868
1.51,Good,I,SI1,63.7,61.0,7.11,7.15,4.54,8097
0.31,Good,F,VS1,63.9,55.0,4.3,4.27,2.74,779
0.71,Premium,I,VS1,62.5,59.0,5.75,5.71,3.58,2202
0.3,Good,E,SI1,63.8,55.0,4.28,4.25,2.72,675
0.76,Ideal,G,VS2,61.3,56.0,5.9,5.94,3.63,2782
1.02,Ideal,E,VS1,62.6,56.0,6.45,6.42,4.03,8545
0.5,Premium,D,SI1,61.2,60.0,5.14,5.09,3.13,1654
0.73,Premium,F,VS2,58.7,57.0,5.97,5.92,3.49,2882
0.51,Ideal,H,IF,62.3,54.0,5.14,5.17,3.21,1879
1.02,Ideal,F,VS2,62.9,57.0,6.42,6.33,4.01,6509
0.43,Premium,G,VVS1,60.3,58.0,4.87,4.91,2.95,1207
0.9,Premium,H,SI1,62.8,62.0,6.09,6.05,3.81,3387
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7277
1.01,Good,E,SI2,60.2,60.0,6.37,6.42,3.85,4566
1.51,Premium,J,SI2,59.7,62.0,7.46,7.42,4.44,5327
0.84,Fair,D,SI2,64.5,60.0,5.92,5.84,3.79,2167
0.9,Premium,H,VVS1,62.3,59.0,6.15,6.09,3.81,4890
0.42,Ideal,D,SI1,61.5,56.0,4.81,4.85,2.97,810
0.31,Ideal,D,VS2,62.2,56.0,4.36,4.32,2.7,942
1.19,Ideal,I,VS1,61.6,56.0,6.81,6.83,4.2,7328
1.14,Premium,G,SI1,62.3,59.0,6.69,6.66,4.16,5650
0.9,Premium,H,VS2,61.6,58.0,6.26,6.18,3.83,4032
0.31,Ideal,H,IF,60.8,56.0,4.42,4.4,2.68,1081
1.04,Good,G,VS1,58.9,64.0,6.6,6.64,3.9,6151
0.3,Ideal,H,VVS2,62.2,57.0,4.26,4.29,2.66,590
1.61,Very Good,J,SI1,61.7,60.0,7.45,7.5,4.61,7695
0.78,Ideal,D,VS2,61.9,56.0,5.89,5.91,3.65,3811
0.44,Good,D,VS2,60.6,64.0,4.97,4.89,2.99,1238
1.02,Very Good,G,VS1,61.9,58.0,6.44,6.48,4.0,6694
0.31,Very Good,F,VS2,63.5,55.0,4.32,4.31,2.74,749
0.63,Premium,E,IF,60.3,62.0,5.55,5.53,3.34,2879
0.39,Premium,G,VS2,61.2,60.0,4.68,4.73,2.88,787
0.35,Premium,D,SI2,60.8,58.0,4.57,4.51,2.76,669
0.93,Very Good,D,SI2,62.6,57.0,6.2,6.26,3.9,4214
0.96,Very Good,D,SI2,60.2,63.0,6.36,6.3,3.81,3419
1.51,Ideal,I,VS2,61.6,57.0,7.34,7.28,4.5,9352
0.92,Premium,H,SI1,62.4,58.0,6.19,6.22,3.87,3624
1.58,Premium,D,SI1,59.0,59.0,7.68,7.63,4.52,13329
1.56,Ideal,I,SI1,62.5,54.0,7.45,7.37,4.63,9788
0.71,Premium,H,VS1,62.4,58.0,5.73,5.68,3.56,2572
0.36,Premium,E,SI2,62.4,58.0,4.56,4.54,2.84,605
0.53,Ideal,I,SI2,61.8,55.0,5.22,5.26,3.24,844
0.8,Ideal,H,SI1,62.4,57.0,5.97,5.95,3.72,2553
1.0,Very Good,H,SI1,60.0,63.0,6.37,6.34,3.81,4469
0.31,Ideal,E,VS2,61.4,54.0,4.4,4.33,2.68,872
1.31,Ideal,H,VS1,62.4,56.0,7.0,6.98,4.36,8392
0.58,Ideal,I,SI2,61.3,56.0,5.38,5.45,3.32,1158
0.5,Ideal,D,SI2,62.4,56.0,5.06,5.1,3.17,1239
0.3,Ideal,I,VS2,62.0,55.0,4.3,4.35,2.68,438
1.29,Ideal,H,SI1,62.6,56.0,6.96,6.93,4.35,6424
0.78,Very Good,E,VS2,61.7,58.0,5.9,5.93,3.65,3334
0.32,Ideal,H,VS1,61.8,55.0,4.42,4.41,2.73,720
0.53,Ideal,E,VS1,61.4,56.0,5.21,5.25,3.21,2143
0.58,Ideal,F,VVS1,61.6,57.0,5.33,5.38,3.3,2728
1.06,Premium,G,SI2,61.1,62.0,6.61,6.55,4.02,4238
0.57,Good,G,VS2,64.1,55.0,5.28,5.27,3.38,1613
1.23,Premium,F,VS1,61.3,60.0,6.94,6.9,4.24,9489
1.02,Very Good,H,SI1,62.9,59.0,6.38,6.41,4.02,4796
0.74,Ideal,H,SI2,61.4,56.0,5.78,5.84,3.57,2289
0.56,Very Good,G,SI1,61.1,56.0,5.32,5.34,3.26,1408
0.3,Premium,J,VS1,62.6,60.0,4.22,4.28,2.66,394
1.0,Premium,H,VS2,60.4,58.0,6.51,6.46,3.92,4984
1.2,Very Good,H,VVS1,63.3,56.0,6.75,6.7,4.26,6672
0.3,Good,I,SI1,63.4,57.0,4.23,4.25,2.69,394
0.34,Ideal,I,IF,62.1,54.0,4.49,4.53,2.8,695
1.0,Very Good,H,VS2,64.7,56.0,6.23,6.29,4.05,5883
1.2,Very Good,F,VVS2,63.8,58.0,6.67,6.69,4.26,10173
1.26,Premium,G,VS2,60.1,61.0,7.04,6.97,4.21,8113
0.31,Ideal,G,VVS2,62.4,56.0,4.31,4.35,2.7,707
1.01,Very Good,F,SI2,60.0,55.0,6.56,6.53,3.93,4425
0.91,Ideal,E,VS2,62.1,55.0,6.17,6.14,3.82,4077
1.06,Ideal,H,SI2,62.8,57.0,6.57,6.49,4.1,4452
1.69,Premium,G,VVS2,62.9,58.0,7.59,7.51,4.75,15889
0.3,Ideal,I,SI2,62.4,54.0,4.32,4.34,2.7,367
0.34,Ideal,H,IF,60.8,56.0,4.56,4.55,2.77,988
2.01,Premium,H,SI2,61.5,59.0,8.12,8.08,4.98,11635
1.54,Premium,J,VVS2,61.1,59.0,7.45,7.4,4.54,8652
1.01,Premium,H,VS2,61.9,62.0,6.45,6.37,3.97,4559
0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,827
0.76,Very Good,E,SI2,62.0,54.0,5.84,5.91,3.64,2530
1.41,Ideal,G,VS1,62.6,56.0,7.15,7.2,4.49,11817
0.26,Good,F,VS1,62.5,56.0,4.06,4.1,2.55,373
0.5,Premium,F,SI1,62.2,59.0,5.07,5.03,3.14,1250
0.4,Very Good,E,SI1,62.9,58.0,4.71,4.74,2.97,707
0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,1103
0.72,Ideal,J,VS1,62.7,57.0,5.74,5.71,3.59,2112
0.3,Premium,D,SI1,62.1,59.0,4.31,4.29,2.67,662
0.28,Very Good,G,VS2,61.3,57.0,4.21,4.24,2.59,492
0.59,Ideal,I,VS1,61.8,55.0,5.41,5.43,3.35,1401
0.54,Ideal,D,VVS2,61.3,56.0,5.22,5.26,3.21,2671
0.9,Very Good,F,SI2,62.8,54.0,6.05,6.15,3.83,3217
1.12,Good,H,SI1,59.8,61.0,6.72,6.85,4.06,5094
1.54,Ideal,I,VS2,60.7,56.0,7.51,7.46,4.54,7848
0.55,Very Good,I,SI2,63.1,58.0,5.15,5.19,3.26,1041
1.04,Premium,H,VS2,62.7,61.0,6.48,6.44,4.05,5416
0.61,Ideal,H,VS1,60.8,56.0,5.51,5.47,3.34,2053
0.5,Good,G,VVS2,63.4,57.0,5.06,5.1,3.22,1715
1.51,Ideal,E,SI2,60.5,57.0,7.38,7.42,4.48,10935
0.58,Very Good,E,VVS1,59.4,63.0,5.42,5.32,3.19,2568
0.81,Very Good,G,SI1,60.7,56.0,6.06,6.09,3.69,2733
0.31,Ideal,G,VVS1,62.8,57.0,4.33,4.3,2.71,977
0.32,Premium,E,SI1,60.4,61.0,4.42,4.39,2.66,672
1.14,Premium,G,SI2,62.8,58.0,6.68,6.64,4.18,4233
0.75,Fair,F,SI1,64.6,57.0,5.7,5.67,3.67,2700
0.96,Fair,H,I1,61.5,63.0,6.22,6.06,3.78,1637
0.76,Ideal,E,SI1,61.3,55.0,5.87,5.91,3.61,3584
0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1080
0.75,Very Good,H,VVS1,60.6,58.0,5.85,5.9,3.56,2806
1.0,Fair,D,VVS2,61.1,57.0,6.37,6.3,3.87,10562
1.01,Good,G,SI2,61.1,62.0,6.38,6.48,3.93,3948
0.31,Ideal,D,SI2,62.0,56.0,4.33,4.35,2.69,462
0.39,Good,I,VS1,63.1,58.0,4.68,4.61,2.93,737
0.31,Premium,H,VS1,62.6,60.0,4.32,4.3,2.7,698
2.07,Premium,E,SI1,61.2,58.0,8.24,8.19,5.03,16957
0.32,Premium,H,VS1,62.4,58.0,4.35,4.4,2.73,561
0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,666
0.71,Premium,E,VS2,59.9,58.0,5.81,5.78,3.47,2735
0.99,Fair,I,SI2,68.1,56.0,6.21,6.06,4.18,2811
1.5,Good,E,SI2,64.5,58.0,7.06,7.11,4.57,8492
2.0,Premium,H,SI2,62.8,57.0,8.05,8.01,5.04,11975
0.41,Ideal,E,SI1,61.5,55.0,4.78,4.81,2.95,711
0.56,Very Good,G,SI1,61.8,55.0,5.28,5.33,3.28,1361
1.57,Ideal,G,SI1,61.7,55.0,7.51,7.44,4.61,8752
0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,2427
0.33,Premium,F,SI1,60.9,59.0,4.45,4.42,2.7,705
0.32,Ideal,I,VS2,62.5,55.0,4.38,4.39,2.74,449
1.31,Ideal,G,VS1,60.5,57.0,7.1,7.14,4.31,10155
0.34,Premium,E,SI1,61.9,59.0,4.44,4.48,2.76,596
0.41,Ideal,I,IF,62.6,57.0,4.78,4.74,2.98,1076
0.44,Premium,E,VS1,60.7,58.0,4.91,4.88,2.97,1238
1.01,Premium,F,SI1,63.0,58.0,6.33,6.29,3.98,4632
1.52,Very Good,F,VS2,62.3,56.0,7.29,7.34,4.56,14412
0.32,Ideal,F,SI1,61.9,55.0,4.38,4.41,2.72,491
0.58,Ideal,G,IF,60.9,57.0,5.39,5.46,3.3,2508
2.21,Very Good,J,SI2,60.6,62.0,8.37,8.45,5.1,12215
0.9,Very Good,G,VS2,62.5,58.0,6.1,6.15,3.83,4369
0.74,Ideal,G,SI2,61.7,56.0,5.8,5.87,3.6,2690
0.43,Premium,I,SI2,59.8,59.0,4.94,4.9,2.94,726
1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,6221
0.93,Premium,G,SI1,61.0,59.0,6.34,6.28,3.85,4062
0.4,Premium,D,VS1,62.1,58.0,4.7,4.73,2.93,1123
0.32,Ideal,E,VS2,62.2,56.0,4.37,4.41,2.73,702
1.9,Ideal,I,SI2,60.9,55.0,8.0,8.06,4.89,12165
1.01,Very Good,H,SI1,61.8,59.0,6.37,6.41,3.95,4876
0.9,Good,E,VS2,63.1,58.0,6.11,6.15,3.87,4580
0.43,Ideal,D,SI1,61.5,56.0,4.82,4.87,2.98,830
1.52,Ideal,F,VS2,62.3,55.0,7.37,7.33,4.58,11405
0.27,Premium,F,IF,61.7,57.0,4.21,4.12,2.57,820
0.34,Ideal,I,VS1,62.0,56.0,4.5,4.53,2.8,555
1.01,Premium,E,SI2,62.3,55.0,6.35,6.29,3.94,3674
1.03,Ideal,G,SI1,61.6,55.0,6.48,6.52,4.0,5518
0.42,Very Good,F,SI1,62.9,57.0,4.73,4.77,2.99,773
0.71,Premium,F,SI2,60.2,60.0,5.8,5.77,3.48,2331
0.34,Premium,D,SI1,59.6,59.0,4.57,4.55,2.72,803
0.32,Ideal,D,SI1,62.0,57.0,4.37,4.4,2.72,589
1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01,4606
0.99,Fair,J,SI1,58.0,67.0,6.57,6.5,3.79,2949
0.4,Premium,G,VS2,62.8,61.0,4.67,4.63,2.92,1035
1.51,Premium,D,SI2,63.0,62.0,7.28,7.23,4.57,9894
0.42,Ideal,G,VVS1,61.7,55.0,4.84,4.78,2.97,1235
0.9,Very Good,H,VS1,63.5,59.0,6.13,6.1,3.88,4234
0.42,Ideal,G,VVS1,61.1,56.0,4.87,4.82,2.96,1235
1.2,Good,E,VS2,63.7,57.0,6.71,6.64,4.25,5914
1.21,Good,G,VS2,59.1,61.0,6.95,6.89,4.09,7359
0.43,Premium,F,SI2,58.3,62.0,4.97,4.91,2.88,813
0.33,Ideal,E,VS1,59.6,56.0,4.49,4.54,2.69,781
1.0,Ideal,D,SI1,62.7,57.0,6.34,6.38,3.99,6073
0.36,Very Good,H,VS1,60.8,59.0,4.59,4.62,2.8,631
1.08,Premium,I,SI2,60.1,59.0,6.75,6.69,4.04,3750
0.31,Ideal,H,SI1,61.3,56.0,4.36,4.39,2.68,464
0.42,Premium,E,SI1,61.5,61.0,4.87,4.82,2.98,926
1.18,Ideal,E,VS1,61.4,57.0,6.77,6.81,4.17,11104
1.7,Ideal,I,VS1,63.0,55.0,7.75,7.54,4.76,12030
1.02,Very Good,F,VVS1,62.4,58.0,6.38,6.41,3.99,8990
0.83,Ideal,D,SI1,61.9,56.0,6.01,6.04,3.73,4159
1.01,Very Good,F,SI2,63.3,57.0,6.39,6.37,4.04,4299
0.43,Premium,D,SI1,62.4,60.0,4.79,4.82,3.0,796
0.4,Very Good,E,VVS2,59.8,60.0,4.8,4.84,2.88,1184
0.57,Premium,D,VS1,60.6,59.0,5.38,5.32,3.24,2360
0.9,Good,G,SI1,63.7,56.0,6.1,6.06,3.87,3074
1.0,Very Good,E,SI1,63.3,56.0,6.31,6.39,4.02,5026
0.31,Ideal,D,SI2,62.8,53.0,4.37,4.35,2.74,593
1.0,Premium,G,SI1,60.8,58.0,6.48,6.45,3.93,4816
1.25,Very Good,H,VS2,62.1,56.0,6.91,6.96,4.31,7305
2.01,Ideal,H,SI1,62.1,55.0,8.12,8.07,5.03,18295
0.73,Ideal,J,VS2,62.0,56.0,5.76,5.79,3.58,2258
0.7,Fair,D,SI2,67.8,58.0,5.51,5.44,3.71,1770
1.56,Good,I,VS2,57.2,62.0,7.66,7.72,4.4,9609
0.72,Very Good,H,VS1,62.8,56.0,5.72,5.77,3.61,2206
0.9,Good,E,VS2,64.0,58.0,6.07,6.02,3.87,4203
